"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019228","neuronal action potential","14/3925","32/18842",0.4375,2.10022292993631,3.19515803641191,0.00289543059121726,0.0208721995334269,0.0208721995334269,"NPY2R/KCNA1/TRPA1/GPER1/SCN9A/KCNMB2/KCNMB1/SCN11A/SCN4B/NALF1/SCN2A/NPR2/GBA1/KCNA2",14
"GO:0051954","positive regulation of amine transport","14/3925","32/18842",0.4375,2.10022292993631,3.19515803641191,0.00289543059121726,0.0208721995334269,0.0208721995334269,"OPRK1/KMO/SYT1/GDNF/ABAT/KCNB1/STX1A/STXBP1/CARTPT/CXCL12/SLC7A5/AVPR1A/ADORA2A/NTSR1",14
"GO:1905606","regulation of presynapse assembly","14/3925","32/18842",0.4375,2.10022292993631,3.19515803641191,0.00289543059121726,0.0208721995334269,0.0208721995334269,"IL1RAPL2/WNT7A/NTRK3/NTNG2/SLITRK3/CBLN1/SNCA/LRFN4/NRXN1/GPC4/LRFN5/LRRC4B/DKK1/SLITRK2",14
"GO:0030282","bone mineralization","32/3925","96/18842",0.333333333333333,1.60016985138004,3.02403313941117,0.00289680170700158,0.0208721995334269,0.0208721995334269,"LEP/NOTUM/ALPL/ECM1/PTN/GPM6B/SPP1/CCDC154/CCN1/DDR2/IGF1/KL/CLEC3B/BMP2/TUFT1/BMPR1B/FGFR3/LGR4/FBN2/OSR1/ASPN/ANO6/S1PR1/MMP13/CYP27B1/BMP6/ISG15/IBSP/MGP/PKDCC/GREM1/NELL1",32
"GO:0051259","protein complex oligomerization","78/3925","280/18842",0.278571428571429,1.33728480436761,2.91671817181982,0.00290942776565392,0.020936969558587,0.020936969558587,"TRIM72/RYR3/TRPM1/KCNC4/KCNA6/KCTD6/NME4/KCNS3/ME1/GLRA3/KCNA1/TRPA1/ALDH1A2/SAMD1/TP63/ALDH1A3/KCNG2/COMP/KIF25/ARC/SYCP1/TRPM3/TDO2/NME1/KCTD4/SYT1/AQP4/TK1/KCTD5/ALDOA/ECT2/KCNB2/TRPM2/KCNB1/KCNF1/OAS1/SNCA/KCTD12/ITLN1/GBP5/ACACB/BASP1/KCNA5/NLRP1/BLM/PRNP/MAT1A/KCTD13/KCNA4/CALHM1/MS4A1/BOK/ADCY8/KCTD8/NME3/KCTD16/EVL/TRPM6/RRM2/HCN1/KCNG3/KCNS1/SLC1A2/ISG15/SCARA5/GRIN2B/POLQ/HSD17B10/KCNC2/PRMT8/KCTD14/KCNJ2/NLRP6/KCNA2/KCNG1/PYCARD/RNF112/PKD2",78
"GO:0009072","aromatic amino acid metabolic process","17/3925","42/18842",0.404761904761905,1.94306339096148,3.13846772751077,0.00295161186949595,0.0211611824815544,0.0211611824815544,"HGD/NMNAT2/TH/KMO/IDO2/TDO2/QPRT/PAH/IL4I1/HPD/HPDL/OCA2/HAAO/ACMSD/DCT/TPH1/IDO1",17
"GO:0032965","regulation of collagen biosynthetic process","17/3925","42/18842",0.404761904761905,1.94306339096148,3.13846772751077,0.00295161186949595,0.0211611824815544,0.0211611824815544,"INHBA/KLF15/CBX8/MIR145/LARP6/DDR2/CYP7A1/RGCC/CREB3L1/MYB/F2R/IL6/VIM/UCN/CYGB/SERPINB7/SCX",17
"GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","17/3925","42/18842",0.404761904761905,1.94306339096148,3.13846772751077,0.00295161186949595,0.0211611824815544,0.0211611824815544,"INHBA/FADD/TRAF2/GPER1/RET/TNFRSF12A/ATF3/SFRP1/PPP2R1B/CAV1/TLR4/AGT/LTA/LTB/PMAIP1/G0S2/PYCARD",17
"GO:0017156","calcium-ion regulated exocytosis","23/3925","63/18842",0.365079365079365,1.7525669800829,3.0690945170833,0.00299033319459627,0.021412124628471,0.021412124628471,"RIMS2/STXBP2/CADPS/SYT1/UNC13C/BAIAP3/SYT17/SYT5/KCNB1/STX1A/SYN2/CBARP/STXBP1/RAB3A/RIMS3/DOC2B/CDK5/SYT9/SYT15/SYT13/UNC13A/HYAL3/DOC2A",23
"GO:0048477","oogenesis","26/3925","74/18842",0.351351351351351,1.68666551902221,3.03586994539558,0.00307617087787401,0.0218999193531039,0.0218999193531039,"AMH/TDRKH/PTN/IHO1/EDN1/IGF1/DCAF13/TDRD6/BNC1/CCNB1/MDK/PDE3A/BMPR1B/FMN2/IL12B/PAQR5/LSM14B/NPM2/EREG/HORMAD1/RBM46/TUBB8/NPR2/PIWIL2/TRIP13/DIAPH2",26
"GO:0048844","artery morphogenesis","21/3925","56/18842",0.375,1.80019108280255,3.07610830566811,0.00307696413666436,0.0218999193531039,0.0218999193531039,"ADAMTS9/NOG/MIR205/MIR145/EDN1/ACVRL1/TGFBR2/HPGD/FOXH1/MDK/STRA6/COL3A1/HEY2/FOLR1/NRP1/AKT3/LRP1/PROX1/MYLK/ANGPTL3/PKD2",21
"GO:0050879","multicellular organismal movement","21/3925","56/18842",0.375,1.80019108280255,3.07610830566811,0.00307696413666436,0.0218999193531039,0.0218999193531039,"TNNT1/STAC/MB/TNNT3/CA3/PRKD1/SLC8A3/CCDC78/ADGRD1/CAV3/STAC2/DMD/MYH3/SCN4A/SYNM/TNNI3/JSRP1/TNNC2/KCNJ2/TTN/GSTM2",21
"GO:0051480","regulation of cytosolic calcium ion concentration","21/3925","56/18842",0.375,1.80019108280255,3.07610830566811,0.00307696413666436,0.0218999193531039,0.0218999193531039,"CDH23/CALCB/CAV2/CNR1/SLC8A3/CAV3/CLN3/KCNH1/GPER1/HCRTR1/HRC/SLC8A2/SV2B/TRPC1/TMEM178A/CALB2/BOK/ADCY8/CAV1/TRPC6/PLN",21
"GO:0002686","negative regulation of leukocyte migration","19/3925","49/18842",0.387755102040816,1.86142207201352,3.09704160053149,0.00307747694227221,0.0218999193531039,0.0218999193531039,"CCL2/CD200/PTGER4/SLAMF8/CCL21/BMP5/GDF15/DPP4/C5AR2/CCN3/DUSP1/IL33/CXCL12/HOXA7/STAP1/SLIT2/APOD/GREM1/CCL28",19
"GO:0030449","regulation of complement activation","13/3925","29/18842",0.448275862068966,2.15195255875247,3.18445873397479,0.00312969037766041,0.0221036448398633,0.0221036448398633,"CR2/VSIG4/A2M/C6/SUSD4/C4BPA/CFI/CR1/CFH/SERPING1/CFP/MASP1/C3",13
"GO:0141162","negative regulation of cAMP/PKA signal transduction","13/3925","29/18842",0.448275862068966,2.15195255875247,3.18445873397479,0.00312969037766041,0.0221036448398633,0.0221036448398633,"PDE5A/PDE1C/PDE3A/PDE2A/PRKAR2B/PDE8B/PDE1A/PDE3B/PKIA/PDE11A/PDE1B/LPAR1/PDE7B",13
"GO:0021697","cerebellar cortex formation","8/3925","14/18842",0.571428571428571,2.7431483166515,3.34678122764748,0.00313682088486509,0.0221036448398633,0.0221036448398633,"KNDC1/CBLN1/NRXN1/LHX1/FAIM2/CEND1/PROX1/FOXP2",8
"GO:0045916","negative regulation of complement activation","8/3925","14/18842",0.571428571428571,2.7431483166515,3.34678122764748,0.00313682088486509,0.0221036448398633,0.0221036448398633,"CR2/VSIG4/A2M/SUSD4/C4BPA/CR1/SERPING1/MASP1",8
"GO:0052548","regulation of endopeptidase activity","8/3925","14/18842",0.571428571428571,2.7431483166515,3.34678122764748,0.00313682088486509,0.0221036448398633,0.0221036448398633,"A2ML1/PSENEN/SERPINB13/CR1/SPOCK3/VSIR/TIMP1/CRB2",8
"GO:0072087","renal vesicle development","8/3925","14/18842",0.571428571428571,2.7431483166515,3.34678122764748,0.00313682088486509,0.0221036448398633,0.0221036448398633,"STAT1/GDNF/KIF26B/OSR1/LHX1/PAX2/SIX2/GREM1",8
"GO:0097254","renal tubular secretion","8/3925","14/18842",0.571428571428571,2.7431483166515,3.34678122764748,0.00313682088486509,0.0221036448398633,0.0221036448398633,"CORIN/CLN3/SPX/SLC22A12/NPR1/AGT/ABCG2/EDNRB",8
"GO:1900449","regulation of glutamate receptor signaling pathway","8/3925","14/18842",0.571428571428571,2.7431483166515,3.34678122764748,0.00313682088486509,0.0221036448398633,0.0221036448398633,"CCL2/NLGN3/ADRB2/FRRS1L/SHANK3/PRNP/CX3CL1/IFNG",8
"GO:0021987","cerebral cortex development","30/3925","89/18842",0.337078651685393,1.6181492879124,2.99836196607354,0.00318933199641167,0.0224461910798802,0.0224461910798802,"SMC4/KIF26A/DIXDC1/NTRK2/TACC3/MDK/P2RY12/LHX6/NCAPG2/COL3A1/KIF14/FOS/PAX6/CDK5R1/MGARP/MBOAT7/RELN/NEFL/TUBB2B/CNTNAP2/TACC1/EOMES/SLC2A1/WDR62/SLIT2/FAT4/ARHGAP11B/KCNA2/FOXP2/LRP8",30
"GO:0002687","positive regulation of leukocyte migration","43/3925","139/18842",0.309352517985612,1.48504971818723,2.94421201215439,0.00321609005289052,0.0226068747673879,0.0226068747673879,"CCL2/DEFB124/FADD/CCR7/F7/EDN3/CCL21/LYVE1/PTN/RARRES2/TACR1/EDN1/CCR6/VEGFD/CCL19/MDK/PDGFD/IL6/P2RY12/CCL7/IL34/EDN2/ANO6/S100A14/ADAM8/CX3CL1/TNFRSF18/JAM2/CXCL17/XG/S100A7/CXCL12/NEDD9/MRGPRX2/CXCL13/ASCL2/MSTN/CCL20/CXCL10/JAM3/MMP14/FUT7/PYCARD",43
"GO:0042692","muscle cell differentiation","98/3925","365/18842",0.268493150684932,1.2889039350842,2.85900701245657,0.0032479716590825,0.0228031376113877,0.0228031376113877,"MYOM1/MIR221/NPHS1/LMOD1/ADAM12/ACTN2/XBP1/NOTCH4/MIR145/TNNT1/CACNA1H/RGS2/PAK1/FZD7/CAV2/TNNT3/RGS4/EDN1/RAMP2/PPARA/FBXO40/PRKD1/IGF1/CAPN3/CAV3/TMOD1/WT1/IGF2/CCNB1/KCNH1/ADAMTS5/ADGRB3/BMP2/GPER1/CCN3/MYOCD/LAMA2/LBX2/PRDM16/RBPMS2/SIX4/OBSCN/EHD2/RBM24/CDK1/MYMX/ACTA1/KIT/ANK2/HEY2/SDC1/DMD/MYH3/BHLHA15/GATA4/FLNC/MYOM2/PDGFRA/EREG/ADM/BHLHE41/NPNT/SYNE1/AKAP6/MYL2/ALPK3/MYF6/QKI/NRG1/BIN1/PGM5/DKK1/FHOD3/MYL9/PROX1/AVPR1A/SCGB3A1/MYBPH/NKX2-5/KRT8/LAMA1/CYP26B1/NOS1/CEACAM5/SMYD1/MMP14/GREM1/KRT19/MYH11/EDNRB/RCAN1/TTN/MYOZ2/CAMK1/SGCZ/SHH/ERVW-1/BDNF",98
"GO:0032102","negative regulation of response to external stimulus","110/3925","416/18842",0.264423076923077,1.26936550710436,2.84973302163562,0.00325426435734553,0.0228194883133231,0.0228194883133231,"CCL2/MIR221/IRAK3/KLF4/GPR31/CD200/PTGER4/NR5A2/NLRP12/MIR205/SLAMF8/MIR145/APOA1/DDX39A/CDH5/NR4A3/GATA3/EDN1/SPP1/PPARA/OAS3/CTNNA2/IGF1/PF4/DPP4/SRC/MMRN1/TYRO3/RTN4R/SIGIRR/C5AR2/NPY5R/VSIG4/PPARG/F12/DRD2/PTGIS/MDK/NECTIN2/SPINK5/GPER1/ADIPOQ/LACRT/CCN3/OAS1/FGA/PLAU/DUSP1/PRKAR2B/RGMA/SEMA5A/TEK/AURKB/A2M/PROC/IL13/CERS2/SUSD4/KIAA0319/TFPI/PDCD1/ROBO2/KIR2DL4/PDGFRA/CX3CL1/IL33/LRFN5/FOXP3/CXCL17/PLAUR/MMP12/ELANE/CR1/FAP/ENPP3/FGF2/CNTNAP2/IL1R1/USP18/PHLDB2/CXCL13/STAP1/PARP1/SLIT2/SERPING1/CORO1B/NECTIN4/ISG15/IL22RA1/ADAMTS18/PROS1/TIGIT/SERPINE2/SAA1/TRIM45/IL22RA2/EPHA4/ADORA2A/GREM1/ROBO3/GBA1/IL36RN/THBD/TTLL12/NLRP6/FNDC4/FFAR4/C1QTNF1/SMPDL3B/MICB",110
"GO:0002028","regulation of sodium ion transport","24/3925","67/18842",0.358208955223881,1.71958551193079,3.02664092192663,0.00327345125793738,0.0229261057079629,0.0229261057079629,"UTRN/PCSK9/TESC/PER1/CAV3/FXYD6/NKAIN4/DRD2/NKAIN2/WNK4/OSR1/ATP1B2/DMD/SCN5A/SCN4B/FXYD2/NKAIN1/SCN3B/AGT/PRSS8/NKX2-5/SCN2B/NOS1/FXYD1",24
"GO:0070509","calcium ion import","27/3925","78/18842",0.346153846153846,1.66171484566389,3.00390731095102,0.00329043323334435,0.0229915973770775,0.0229915973770775,"SLC24A4/CCL2/CACNA1D/TRPM1/CACNA1H/PLPP4/FCRL3/CACNA1I/SLC8A3/CAV3/P2RX5/TRPM2/EGF/CACNA2D1/UCN/GCK/PRNP/NALF1/EPPIN/MS4A1/AKAP5/CXCL12/NALF2/SLC24A2/PLN/CACNA1G/PKD2",27
"GO:0045165","cell fate commitment","57/3925","195/18842",0.292307692307692,1.40322586967173,2.90330236582745,0.00329078968885042,0.0229915973770775,0.0229915973770775,"KLF4/PRDM11/POU4F1/SLAMF8/NOTCH4/GATA3/FZD7/WNT10B/EDN1/WNT9B/EPAS1/TAL1/TNXB/SOX2/WT1/SOX17/PPARG/TBX15/WNT7B/BMP2/BATF/WNT7A/NTRK3/LEO1/IL6/SOX5/SOCS3/IL12B/GATA5/TCF7L2/PAX2/FOXI3/TBX4/PAX6/PRDM12/ZFPM1/GATA4/NRP1/TBX20/FOXP3/STAT5A/MYL2/FGF2/MYF6/EOMES/DKK1/MNX1/PROX1/WNT1/SIX2/PROX2/CYP26B1/ASCL1/ISL2/ESRP1/SHH/WNT11",57
"GO:0032094","response to food","16/3925","39/18842",0.41025641025641,1.96943981708313,3.10864152626866,0.00330323173608762,0.0230226454051531,0.0230226454051531,"MPO/GHR/LEP/SREBF1/CYP1A1/GHRH/PPARA/GDF15/TRPA1/CPS1/SPX/HSD11B2/UCN/GPR45/CARTPT/NTSR1",16
"GO:0048146","positive regulation of fibroblast proliferation","16/3925","39/18842",0.41025641025641,1.96943981708313,3.10864152626866,0.00330323173608762,0.0230226454051531,0.0230226454051531,"CDC6/EGFR/DDR2/IGF1/MYB/CCNA2/PDGFD/AQP1/FBLN1/IL13/PDGFRA/EREG/FN1/WNT1/AGT/E2F1",16
"GO:0007143","female meiotic nuclear division","12/3925","26/18842",0.461538461538462,2.21561979421852,3.18164591509881,0.00333568498465287,0.0231647026015037,0.0231647026015037,"SPIRE2/DCAF13/NDC80/NCAPH/TOP2A/SKA3/FMN2/EREG/SKA1/RBM46/TUBB8/HSF2BP",12
"GO:0019098","reproductive behavior","12/3925","26/18842",0.461538461538462,2.21561979421852,3.18164591509881,0.00333568498465287,0.0231647026015037,0.0231647026015037,"OPRK1/TACR1/TH/ABAT/SLC6A4/MAPK8IP2/TAC1/HCN1/AVPR1A/PI3/EDNRB/SERPINA5",12
"GO:0051315","attachment of mitotic spindle microtubules to kinetochore","12/3925","26/18842",0.461538461538462,2.21561979421852,3.18164591509881,0.00333568498465287,0.0231647026015037,0.0231647026015037,"NDC80/BIRC5/KAT2B/SKA3/CDK1/KIF2C/AURKB/CENPE/NUF2/CDCA8/SKA1/CDT1",12
"GO:0001837","epithelial to mesenchymal transition","52/3925","175/18842",0.297142857142857,1.42643712465878,2.90715258939211,0.00334673143062053,0.0232134130675691,0.0232134130675691,"SLC39A6/MIR221/NOG/EZH2/HNRNPAB/OVOL2/ZNF703/NOTCH4/MIR145/TGFBR3/BMP5/GATA3/TGFBR3L/HPN/EDN1/ELL3/LRG1/RGCC/IGF1/HMGA2/TGFBR2/BMP2/MDK/IL6/SPRY2/SPRY1/LEF1/TCF7L2/ALX1/HEY2/SFRP1/IL17RD/SACK1D/ADIPOR1/FOXM1/ADAM8/S100A4/TBX20/COL1A1/FERMT2/SPSB3/EOMES/QKI/SPRED3/MARK1/AGT/EPHA4/GREM1/FOXA1/CRB2/EFNA1/MSX1",52
"GO:0043588","skin development","67/3925","236/18842",0.283898305084746,1.36285652596351,2.87736854665408,0.00338064701341943,0.023420439056866,0.023420439056866,"EVPL/INHBA/SPRR2E/COL5A1/KLF4/APCDD1/UGCG/ZFP36/CSTA/TMEM79/KLK5/OVOL2/KRT86/ALX4/LSR/CASP14/SPRR2F/IL20/CDH11/AKR1C3/TP63/KRT81/COL5A2/KRT16/ALOXE3/SPINK5/CDSN/PKP3/TXNIP/LIPN/FA2H/COL1A2/KRT17/KRT74/DLX3/COL3A1/FOXI3/DACT2/ANXA1/IL18/COL1A1/IVL/EREG/SCEL/S100A7/KRT75/KRT5/PPL/ABCA12/HOXA7/KRT14/ZBED2/CYP27B1/DSC1/CERS3/SLC2A10/MACROH2A1/PLA2G10/CYSRT1/PI3/GBA1/GAL/FLG/KRT79/RIPK4/HRNR/ALOX15B",67
"GO:0030833","regulation of actin filament polymerization","37/3925","116/18842",0.318965517241379,1.53119701295849,2.94369743734064,0.00339819422842176,0.0235137069387309,0.0235137069387309,"KANK1/LMOD1/CCR7/CRACD/CCL21/GSN/CCL24/SPTA1/ADD3/BAIAP2/KANK2/TMOD1/TENM1/CARMIL2/CFL1/CTTN/CCL11/CAPZA3/PREX1/BAIAP2L1/SPTBN1/KANK3/CYRIA/SPTB/CSF3/CYFIP2/EPS8/DMTN/VIL1/BIN1/EVL/DAAM2/SLIT2/ARPC5L/PAK3/ESAM/PYCARD",37
"GO:0046545","development of primary female sexual characteristics","22/3925","60/18842",0.366666666666667,1.76018683651805,3.02521407691825,0.00342869583660686,0.0236261815369211,0.0236261815369211,"INHBA/LEP/AMH/NR5A2/WT1/INHA/ZFPM2/BMPR1B/MMP19/LSM14B/KIT/ROBO2/PDGFRA/EREG/CGA/LHCGR/SLIT2/NPR2/MMP14/SLIT3/HYAL3/ADCYAP1R1",22
"GO:0002523","leukocyte migration involved in inflammatory response","9/3925","17/18842",0.529411764705882,2.54144623454477,3.26149269322273,0.003451384171018,0.0236261815369211,0.0236261815369211,"SLAMF8/PTN/CCR6/MDK/ADAM8/CX3CL1/SELE/ELANE/FUT7",9
"GO:0009713","catechol-containing compound biosynthetic process","9/3925","17/18842",0.529411764705882,2.54144623454477,3.26149269322273,0.003451384171018,0.0236261815369211,0.0236261815369211,"ALDH2/PNMT/GATA3/TH/INSM1/KL/DDC/PAH/SNCA",9
"GO:0010224","response to UV-B","9/3925","17/18842",0.529411764705882,2.54144623454477,3.26149269322273,0.003451384171018,0.0236261815369211,0.0236261815369211,"MAP3K20/MFAP4/MME/IL12B/NLRP1/IVL/CRIP1/HYAL3/HYAL1",9
"GO:0032274","gonadotropin secretion","9/3925","17/18842",0.529411764705882,2.54144623454477,3.26149269322273,0.003451384171018,0.0236261815369211,0.0236261815369211,"INHBA/LEP/OPRK1/INHA/TACR3/KISS1R/GJA1/FOXD1/KISS1",9
"GO:0042423","catecholamine biosynthetic process","9/3925","17/18842",0.529411764705882,2.54144623454477,3.26149269322273,0.003451384171018,0.0236261815369211,0.0236261815369211,"ALDH2/PNMT/GATA3/TH/INSM1/KL/DDC/PAH/SNCA",9
"GO:0044320","cellular response to leptin stimulus","9/3925","17/18842",0.529411764705882,2.54144623454477,3.26149269322273,0.003451384171018,0.0236261815369211,0.0236261815369211,"LEP/LEPR/UGCG/NR4A3/PID1/CA3/CCNA2/GCK/ADIPOR1",9
"GO:0050961","detection of temperature stimulus involved in sensory perception","9/3925","17/18842",0.529411764705882,2.54144623454477,3.26149269322273,0.003451384171018,0.0236261815369211,0.0236261815369211,"EPHB1/HTR2A/SCN9A/SCN11A/PRDM12/TAC1/CARTPT/CXCL12/NTSR1",9
"GO:0070341","fat cell proliferation","9/3925","17/18842",0.529411764705882,2.54144623454477,3.26149269322273,0.003451384171018,0.0236261815369211,0.0236261815369211,"OVOL2/PID1/IL6/PER2/VSTM2A/SLC2A4/FABP4/E2F1/CEBPA",9
"GO:0022410","circadian sleep/wake cycle process","11/3925","23/18842",0.478260869565217,2.29589587371919,3.1898246833923,0.00348664559615691,0.0237134211050283,0.0237134211050283,"NMU/GHRH/DRD2/PTGDS/ADRB1/CARTPT/PARP1/NLGN1/ADORA2A/PLN/KCNA2",11
"GO:0038128","ERBB2 signaling pathway","11/3925","23/18842",0.478260869565217,2.29589587371919,3.1898246833923,0.00348664559615691,0.0237134211050283,0.0237134211050283,"EGFR/ERBB2/SRC/MYOC/ERBB3/PTPRR/EGF/HBEGF/EREG/PTK6/NRG1",11
"GO:0050951","sensory perception of temperature stimulus","11/3925","23/18842",0.478260869565217,2.29589587371919,3.1898246833923,0.00348664559615691,0.0237134211050283,0.0237134211050283,"OPRK1/EPHB1/TRPA1/HTR2A/SCN9A/SCN11A/PRDM12/TAC1/CARTPT/CXCL12/NTSR1",11
"GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","11/3925","23/18842",0.478260869565217,2.29589587371919,3.1898246833923,0.00348664559615691,0.0237134211050283,0.0237134211050283,"KCNH2/CASQ2/CAV3/ANK2/CACNA2D1/SCN5A/SCN4B/KCNE1/KCNE4/NOS1/KCNH6",11
"GO:0090200","positive regulation of release of cytochrome c from mitochondria","11/3925","23/18842",0.478260869565217,2.29589587371919,3.1898246833923,0.00348664559615691,0.0237134211050283,0.0237134211050283,"BAX/GZMK/BAK1/BIK/MMP9/GPER1/MLLT11/PLAUR/BBC3/PMAIP1/PYCARD",11
"GO:0120178","steroid hormone biosynthetic process","18/3925","46/18842",0.391304347826087,1.8784602603157,3.05984465117783,0.00348884274378304,0.0237134211050283,0.0237134211050283,"NR5A2/HSD17B6/CACNA1H/BMP5/HSD17B11/SERPINA6/HSD3B1/BMP2/SRD5A2/CYP21A2/EGR1/ADM/CLCN2/AKR1B15/HSD17B7/BMP6/CYP11A1/HSD17B2",18
"GO:0006636","unsaturated fatty acid biosynthetic process","20/3925","53/18842",0.377358490566038,1.81151303929816,3.0346783368648,0.00351352441078912,0.0238249234781072,0.0238249234781072,"EDN1/ABCD2/AKR1C3/ELOVL3/PTGIS/FABP5/ELOVL7/EDN2/PTGDS/ELOVL2/FADS3/PLA2G4A/PTGS2/AVPR1A/SCD/PLA2G10/FADS2/CTHRC1/PLA2G3/ALOX15B",20
"GO:0051965","positive regulation of synapse assembly","20/3925","53/18842",0.377358490566038,1.81151303929816,3.0346783368648,0.00351352441078912,0.0238249234781072,0.0238249234781072,"PRKCA/LRRC15/EPHB1/THBS2/NLGN3/SYNDIG1/LRRTM1/WNT7A/LRRTM4/SLITRK3/NRXN1/CUX2/AMIGO2/LRRC4B/SLITRK6/RTN4RL2/ARMCX5-GPRASP2/NLGN1/SLITRK2/BDNF",20
"GO:0018212","peptidyl-tyrosine modification","39/3925","124/18842",0.314516129032258,1.50983768235052,2.9217571318829,0.00353687811738032,0.0238879544186103,0.0238879544186103,"ARL2BP/SRMS/GPRC5A/FLT4/CD80/EGFR/DDR2/IL20/ERBB2/SRC/ANGPT1/ALK/LACRT/ANGPT4/IL6/FGFR3/DOK7/KIT/IL13/SFRP1/FLT3/IFNL1/SRCIN1/PDGFRA/IL18/TNFRSF18/IFNG/DMTN/NEDD9/PTK6/NRG1/EFEMP1/FGFR4/PRLR/IL11/PKDCC/BLK/IL31RA/FGF7",39
"GO:0042310","vasoconstriction","25/3925","71/18842",0.352112676056338,1.6903202655423,2.98928383079968,0.00354071580145396,0.0238879544186103,0.0238879544186103,"LEP/EDN3/ITGA9/HTR1D/TACR1/EDN1/ADD3/ADRA2B/HTR2A/SVEP1/F2R/SLC6A4/OXTR/FGA/EDN2/PER2/KCNMB2/FAAH/ADM/CAV1/ADRA1A/AVPR1A/AGT/AVPR2/EDNRB",25
"GO:0014047","glutamate secretion","10/3925","20/18842",0.5,2.40025477707006,3.21381028834824,0.00354356662732207,0.0238879544186103,0.0238879544186103,"GRM2/KMO/NPY5R/GJA1/STXBP1/AVPR1A/KCNK1/ADORA2A/GIPC1/NTSR1",10
"GO:0050802","circadian sleep/wake cycle, sleep","10/3925","20/18842",0.5,2.40025477707006,3.21381028834824,0.00354356662732207,0.0238879544186103,0.0238879544186103,"NMU/GHRH/DRD2/PTGDS/ADRB1/CARTPT/PARP1/ADORA2A/PLN/KCNA2",10
"GO:0072273","metanephric nephron morphogenesis","10/3925","20/18842",0.5,2.40025477707006,3.21381028834824,0.00354356662732207,0.0238879544186103,0.0238879544186103,"STAT1/WT1/GDNF/KIF26B/LGR4/LHX1/PAX2/SIX2/GREM1/PKD2",10
"GO:0050795","regulation of behavior","29/3925","86/18842",0.337209302325581,1.61877647755888,2.95014912874767,0.0036761546870644,0.024722650448788,0.024722650448788,"SLC24A4/NMU/LEPR/PYY/OPRK1/NR4A3/NPY2R/HTR1D/GHRH/PCSK1N/AIM2/DRD2/MDK/BAIAP3/TACR3/PENK/STRA6/UCN/PTGDS/MCHR1/ADRB1/RELN/CARTPT/PARP1/NLGN1/ADORA2A/GNAI1/KCNA2/NTSR1",29
"GO:0046622","positive regulation of organ growth","15/3925","36/18842",0.416666666666667,2.00021231422505,3.08124542699871,0.00368026948664432,0.024722650448788,0.024722650448788,"TGFBR3/EDN1/IGF1/WT1/IGF2/CCNB1/ZFPM2/CDK1/ACACB/BASP1/TBX20/AKAP6/FGF2/NRG1/PROX1",15
"GO:0090075","relaxation of muscle","15/3925","36/18842",0.416666666666667,2.00021231422505,3.08124542699871,0.00368026948664432,0.024722650448788,0.024722650448788,"NPR3/RGS2/GSN/HRC/TIFAB/ATP1A2/PVALB/CHGA/AKAP6/CARTPT/ABCC8/PLN/KCNJ2/GNAI1/GSTM2",15
"GO:0099175","regulation of postsynapse organization","44/3925","144/18842",0.305555555555556,1.46682236376504,2.88447236248602,0.00375332007462835,0.0251839902909504,0.0251839902909504,"ABHD17C/HTR4/SEMA3F/RAC3/BAIAP2/PLPPR4/ARC/RTN4R/SYNDIG1/LRP4/WNT7A/SLC12A5/ITSN1/CFL1/CBLN1/LRFN4/KIF1A/CUX2/SHANK3/NECTIN3/PRNP/CDK5R1/LRFN1/SRCIN1/LRRTM2/LRRC4B/ZDHHC15/RELN/CDH2/CYFIP2/NEDD9/CASKIN1/NRCAM/MARK1/ARMCX5-GPRASP2/CDK5/LRFN2/PAK3/GRIN2B/NLGN1/ARHGEF15/EPHA4/EFNA1/LRP8",44
"GO:0010812","negative regulation of cell-substrate adhesion","23/3925","64/18842",0.359375,1.72518312101911,2.98087707635019,0.0037625576118311,0.0252165822716085,0.0252165822716085,"ARHGAP6/KANK1/FZD7/RAB40C/ACVRL1/SRC/MYOC/CDKN2A/FAM107A/CORO2B/GDPD2/FBLN1/CX3CL1/ITGB1BP1/MMP12/DMTN/PHLDB2/HOXA7/DLC1/WNT1/APOD/FZD4/MMP14",23
"GO:0030593","neutrophil chemotaxis","26/3925","75/18842",0.346666666666667,1.66417664543524,2.95629565795078,0.00379104771451835,0.0253779787121886,0.0253779787121885,"CCR7/EDN3/CCL21/CXCR2/EDN1/CXCL5/PPBP/PF4/DPP4/CCL19/C5AR2/MDK/CXCL3/EDN2/CXCL17/CXCL13/SLIT2/S100A12/CXCL10/CXCL6/CXCL9/JAM3/SAA1/DPEP1/CCL28/BST1",26
"GO:0001570","vasculogenesis","21/3925","57/18842",0.368421052631579,1.76860878310426,2.98104293826633,0.00393070656024369,0.0262518302405138,0.0262518302405138,"TIE1/TMEM100/TGFBR3/RAMP2/CD34/ELMO3/TGFBR2/WT1/SOX17/WNT7B/ACKR3/HEY2/NRP1/ASB4/ADM/CAV1/TNNI3/NPR2/NKX2-5/RASIP1/SHH",21
